name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-141 c,991,2.57 Earths,13.421,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1562/kepler-141-c/,Super Earth,2014,2.57 Earths,1.41 x Earth,0.067 AU,7 days,0.0,Kepler-1418,b,kepler-1418 b,Transit,0,1,22.47644250,0.00017470,-0.00017470,0,,,,,,,,,,,,,,,,,,0.148,0.007,-0.012,0,,,,,0,1,0,1,18h51m59.39s,282.997478,+41d40m42.8s,41.678551,499.00,20.11,-25.12,0,,,,,15.037,,0,Kepler-band,15.281,,0,4770.00,59.97,-63.35,0,0.77,0.03,-0.04,0,0.72,0.02,-0.03,0,2016-05-10,Kepler
Kepler-1420 b,3011,2.18 Earths,15.849,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2867/kepler-1420-b/,Super Earth,2016,2.18 Earths,1.28 x Earth,Unknown,6.7 days,0.0,Kepler-1419,b,kepler-1419 b,Transit,0,1,42.52158950,0.00050320,-0.00050320,0,,,,,,,,,,,,,,,,,,0.255,0.059,-0.026,0,,,,,0,1,0,1,19h29m01.11s,292.254635,+37d58m17.1s,37.971420,1444.00,324.63,-153.28,0,1562.01,84.56,-84.56,0,15.761,,0,Kepler-band,15.718,,0,5796.00,113.94,-157.22,0,1.01,0.06,-0.07,0,1.01,0.23,-0.10,0,2016-05-10,Kepler
Kepler-1421 b,2202,0.749 Earths,12.726,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2868/kepler-1421-b/,Terrestrial,2016,0.749 Earths,0.93 x Earth,Unknown,6.9 days,0.0,Kepler-142,b,kepler-142 b,Transit,0,3,2.02415200,0.00000300,-0.00000300,0,0.032000,,,0,,,,,,,,,,,,,,0.178,0.035,-0.035,0,,,,,0,1,0,1,19h40m28.54s,295.118899,+48d28m52.6s,48.481281,557.51,4.20,-4.20,0,557.51,4.20,-4.20,0,13.203,,0,Kepler-band,13.197,,0,5790.00,100.00,-100.00,0,,,,,1.27,0.24,-0.24,0,2014-05-14,Kepler
Kepler-1422 b,6788,4.74 Earths,15.619,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2869/kepler-1422-b/,Super Earth,2016,4.74 Earths,2.02 x Earth,Unknown,18.6 days,0.0,Kepler-142,c,kepler-142 c,Transit,0,3,4.76170200,0.00000500,-0.00000500,0,0.057000,,,0,,,,,,,,,,,,,,0.255,0.049,-0.049,0,,,,,0,1,0,1,19h40m28.54s,295.118899,+48d28m52.6s,48.481281,557.51,4.20,-4.20,0,557.51,4.20,-4.20,0,13.203,,0,Kepler-band,13.197,,0,5790.00,100.00,-100.00,0,,,,,1.27,0.24,-0.24,0,2014-05-14,Kepler
Kepler-1423 b,1465,1.2 Earths,14.558,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2870/kepler-1423-b/,Super Earth,2016,1.2 Earths,1.06 x Earth,Unknown,24 days,0.0,Kepler-142,d,kepler-142 d,Transit,0,3,41.80911800,0.00056200,-0.00056200,0,0.242000,,,0,,,,,,,,,,,,,,0.193,0.042,-0.042,0,,,,,1,1,0,1,19h40m28.54s,295.118899,+48d28m52.6s,48.481281,557.51,4.20,-4.20,0,557.51,4.20,-4.20,0,13.203,,0,Kepler-band,13.197,,0,5790.00,100.00,-100.00,0,,,,,1.27,0.24,-0.24,0,2014-05-14,Kepler
Kepler-1424 b,2022,1.65 Earths,13.592,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2871/kepler-1424-b/,Super Earth,2016,1.65 Earths,1.16 x Earth,Unknown,29.6 days,0.0,Kepler-1420,b,kepler-1420 b,Transit,0,1,6.69960006,0.00004500,-0.00004500,0,,,,,,,,,,,,,,,,,,0.114,0.012,-0.011,0,,,,,0,1,0,1,19h44m48.91s,296.203810,+42d46m40.2s,42.777832,923.00,91.97,-74.02,0,1084.09,53.05,-53.05,0,15.883,,0,Kepler-band,15.849,,0,5187.00,207.12,-171.94,0,0.82,0.06,-0.06,0,0.79,0.07,-0.06,0,2016-05-10,Kepler
Kepler-1425 b,1628,0.779 Earths,13.563,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2872/kepler-1425-b/,Terrestrial,2016,0.779 Earths,0.94 x Earth,Unknown,14.5 days,0.0,Kepler-1421,b,kepler-1421 b,Transit,0,1,6.91311120,0.00014000,-0.00014000,0,,,,,,,,,,,,,,,,,,0.083,0.018,-0.010,0,,,,,0,1,0,1,19h06m19.34s,286.580592,+48d32m39.1s,48.544197,675.00,138.30,-77.28,0,801.38,13.63,-13.63,0,12.788,,0,Kepler-band,12.726,,0,6335.00,73.18,-69.44,0,1.25,0.09,-0.06,0,1.42,0.29,-0.16,0,2016-05-10,Kepler
Kepler-1426 b,3950,3.05 Earths,15.166,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2873/kepler-1426-b/,Super Earth,2016,3.05 Earths,1.56 x Earth,Unknown,14.3 days,0.0,Kepler-1422,b,kepler-1422 b,Transit,0,1,18.60519420,0.00032460,-0.00032460,0,,,,,,,,,,,,,,,,,,0.180,0.037,-0.024,0,,,,,0,1,0,1,19h35m33.64s,293.890178,+48d20m10.0s,48.336121,2081.00,406.21,-275.56,0,2664.73,234.60,-234.60,0,15.665,,0,Kepler-band,15.619,,0,6194.00,143.17,-121.64,0,1.15,0.09,-0.08,0,1.23,0.24,-0.15,0,2016-05-10,Kepler
Kepler-1427 b,3980,1.37 Earths,15.482,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2874/kepler-1427-b/,Super Earth,2016,1.37 Earths,1.1 x Earth,Unknown,1 days,0.0,Kepler-1423,b,kepler-1423 b,Transit,0,1,23.95537800,0.00017290,-0.00017290,0,,,,,,,,,,,,,,,,,,0.095,0.008,-0.006,0,,,,,0,1,0,1,19h12m58.51s,288.243782,+41d06m36.3s,41.110081,449.00,21.55,-24.68,0,,,,,14.553,,0,Kepler-band,14.558,,0,4939.00,85.32,-84.66,0,0.79,0.04,-0.04,0,0.75,0.03,-0.04,0,2016-05-10,Kepler
Kepler-1428 b,2616,3.33 Earths,13.523,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2296/kepler-1428-b/,Super Earth,2016,3.33 Earths,1.64 x Earth,Unknown,10.7 days,0.0,Kepler-1424,b,kepler-1424 b,Transit,0,1,29.60917440,0.00030020,-0.00030020,0,,,,,,,,,,,,,,,,,,0.103,0.014,-0.011,0,,,,,0,1,0,1,19h23m58.00s,290.991665,+40d13m45.6s,40.229320,620.00,82.04,-55.36,0,828.35,77.46,-77.46,0,13.619,,0,Kepler-band,13.592,,0,5838.00,94.69,-90.41,0,1.02,0.05,-0.04,0,1.07,0.14,-0.09,0,2016-05-10,Kepler
Kepler-1429 b,3771,2.21 Earths,14.832,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2297/kepler-1429-b/,Super Earth,2016,2.21 Earths,1.29 x Earth,Unknown,4.5 days,0.0,Kepler-1425,b,kepler-1425 b,Transit,0,1,14.45413020,0.00016210,-0.00016210,0,,,,,,,,,,,,,,,,,,0.084,0.017,-0.012,0,,,,,0,1,0,1,19h39m48.25s,294.951036,+43d00m44.8s,43.012436,499.00,87.54,-51.52,0,885.85,11.81,-11.81,0,13.572,,0,Kepler-band,13.563,,0,5718.00,170.34,-173.56,0,0.97,0.07,-0.07,0,0.95,0.16,-0.09,0,2016-05-10,Kepler
Kepler-142 b,1819,4.62 Earths,13.197,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5948/kepler-142-b/,Super Earth,2014,4.62 Earths,1.99 x Earth,0.032 AU,2 days,0.0,Kepler-1426,b,kepler-1426 b,Transit,0,1,14.25632270,0.00019400,-0.00019400,0,,,,,,,,,,,,,,,,,,0.139,0.029,-0.015,0,,,,,0,1,0,1,19h30m10.98s,292.545764,+49d25m01.1s,49.416973,1211.00,248.18,-116.71,0,653.39,115.53,-115.53,0,15.192,,0,Kepler-band,15.166,,0,5831.00,81.81,-107.42,0,1.02,0.06,-0.06,0,1.02,0.21,-0.09,0,2016-05-10,Kepler
Kepler-142 c,1819,8.55 Earths,13.197,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1641/kepler-142-c/,Neptune-like,2014,8.55 Earths,0.255 x Jupiter,0.057 AU,4.8 days,0.0,Kepler-1427,b,kepler-1427 b,Transit,0,1,0.96897238,0.00000677,-0.00000677,0,,,,,,,,,,,,,,,,,,0.098,0.021,-0.011,0,,,,,0,1,0,1,19h41m23.92s,295.349667,+45d06m52.4s,45.114548,1220.00,249.85,-130.00,0,,,,,15.415,,0,Kepler-band,15.482,,0,5793.00,120.55,-179.64,0,1.01,0.07,-0.07,0,1.01,0.20,-0.10,0,2016-05-10,Kepler
Kepler-142 d,1819,5.31 Earths,13.197,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1642/kepler-142-d/,Neptune-like,2014,5.31 Earths,2.16 x Earth,0.242 AU,41.8 days,0.0,Kepler-1428,b,kepler-1428 b,Transit,0,1,10.67607169,0.00006093,-0.00006093,0,,,,,,,,,,,,,,,,,,0.146,0.012,-0.009,0,,,,,0,1,0,1,19h50m34.14s,297.642262,+49d35m41.9s,49.594978,802.00,56.47,-47.66,0,1600.61,41.44,-41.44,0,13.688,,0,Kepler-band,13.523,,0,6184.00,53.72,-58.83,0,1.28,0.03,-0.03,0,1.36,0.10,-0.08,0,2016-05-10,Kepler
Kepler-1430 b,1765,1.76 Earths,15.282,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2298/kepler-1430-b/,Super Earth,2016,1.76 Earths,1.18 x Earth,Unknown,2.5 days,0.0,Kepler-1429,b,kepler-1429 b,Transit,0,1,4.48487493,0.00004558,-0.00004558,0,,,,,,,,,,,,,,,,,,0.115,0.031,-0.012,0,,,,,0,1,0,1,19h01m27.90s,285.366245,+49d02m41.5s,49.044868,1156.00,306.01,-113.56,0,1258.02,31.23,-31.23,0,14.879,,0,Kepler-band,14.832,,0,5902.00,68.85,-77.00,0,1.05,0.06,-0.06,0,1.07,0.28,-0.10,0,2016-05-10,Kepler
Kepler-1431 b,4143,2.76 Earths,15.271,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2299/kepler-1431-b/,Super Earth,2016,2.76 Earths,1.47 x Earth,Unknown,5.9 days,0.0,Kepler-143,b,kepler-143 b,Transit,0,2,16.00758300,0.00009300,-0.00009300,0,0.127000,,,0,,,,,,,,,,,,,,0.215,0.054,-0.054,0,,,,,0,1,0,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,828.71,11.66,-11.66,0,828.71,11.66,-11.66,0,13.770,,0,Kepler-band,13.706,,0,5848.00,168.00,-168.00,0,,,,,1.36,0.32,-0.32,0,2014-05-14,Kepler
Kepler-1432 b,5063,5.56 Earths,15.37,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2300/kepler-1432-b/,Neptune-like,2016,5.56 Earths,2.22 x Earth,Unknown,23.9 days,0.0,Kepler-143,c,kepler-143 c,Transit,0,2,27.08251100,0.00016900,-0.00016900,0,0.181000,,,0,,,,,,,,,,,,,,0.301,0.075,-0.075,0,,,,,0,1,0,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,828.71,11.66,-11.66,0,828.71,11.66,-11.66,0,13.770,,0,Kepler-band,13.706,,0,5848.00,168.00,-168.00,0,,,,,1.36,0.32,-0.32,0,2014-05-14,Kepler
Kepler-1433 b,4332,3.05 Earths,14.826,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2301/kepler-1433-b/,Super Earth,2016,3.05 Earths,1.56 x Earth,Unknown,4.1 days,0.0,Kepler-1430,b,kepler-1430 b,Transit,0,1,2.46050993,0.00001273,-0.00001273,0,,,,,,,,,,,,,,,,,,0.105,0.008,-0.007,0,,,,,0,1,0,1,19h18m47.40s,289.697494,+43d22m19.5s,43.372093,541.00,22.62,-31.36,0,483.19,40.51,-40.51,0,15.245,,0,Kepler-band,15.282,,0,4796.00,46.68,-59.94,0,0.77,0.04,-0.05,0,0.72,0.02,-0.04,0,2016-05-10,Kepler
Kepler-1434 b,2218,1.41 Earths,12.042,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2302/kepler-1434-b/,Super Earth,2016,1.41 Earths,1.11 x Earth,Unknown,8.1 days,0.0,Kepler-1431,b,kepler-1431 b,Transit,0,1,5.86601526,0.00004724,-0.00004724,0,,,,,,,,,,,,,,,,,,0.131,0.037,-0.014,0,,,,,0,1,0,1,19h30m38.01s,292.658395,+49d51m54.7s,49.865192,1270.00,358.35,-125.08,0,1703.02,67.10,-67.10,0,15.273,,0,Kepler-band,15.271,,0,5806.00,77.08,-100.35,0,1.03,0.06,-0.05,0,1.03,0.29,-0.10,0,2016-05-10,Kepler
Kepler-1435 b,2221,0.566 Earths,12.869,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2303/kepler-1435-b/,Terrestrial,2016,0.566 Earths,0.86 x Earth,Unknown,4.5 days,0.0,Kepler-1432,b,kepler-1432 b,Transit,0,1,23.91090110,0.00027030,-0.00027030,0,,,,,,,,,,,,,,,,,,0.198,0.062,-0.027,0,,,,,0,1,0,1,19h42m05.80s,295.524175,+49d49m46.4s,49.829548,1552.00,404.13,-185.52,0,2318.86,160.22,-160.22,0,15.376,,0,Kepler-band,15.370,,0,6031.00,121.96,-137.46,0,1.09,0.09,-0.07,0,1.13,0.29,-0.13,0,2016-05-10,Kepler
Kepler-1436 b,3725,2.27 Earths,14.91,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2304/kepler-1436-b/,Super Earth,2016,2.27 Earths,1.31 x Earth,Unknown,9.7 days,0.0,Kepler-1433,b,kepler-1433 b,Transit,0,1,4.13592271,0.00002888,-0.00002888,0,,,,,,,,,,,,,,,,,,0.139,0.040,-0.016,0,,,,,0,1,0,1,19h09m27.19s,287.363299,+49d27m24.8s,49.456890,1328.00,370.22,-149.10,0,,,,,14.826,,0,Kepler-band,,,,6097.00,97.58,-116.39,0,1.14,0.11,-0.07,0,1.19,0.33,-0.13,0,2016-05-10,Kepler
Kepler-1437 b,3856,2.45 Earths,15.661,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2305/kepler-1437-b/,Super Earth,2016,2.45 Earths,1.37 x Earth,Unknown,10.9 days,0.0,Kepler-1434,b,kepler-1434 b,Transit,0,1,8.05333618,0.00008907,-0.00008907,0,,,,,,,,,,,,,,,,,,0.099,0.019,-0.018,0,,,,,0,1,0,1,19h42m09.21s,295.538380,+51d12m10.6s,51.202957,680.00,121.44,-113.48,0,793.04,14.97,-14.97,0,12.086,,0,Kepler-band,12.042,,0,6291.00,88.58,-88.27,0,1.47,0.13,-0.12,0,2.04,0.37,-0.34,0,2016-05-10,Kepler
Kepler-1438 b,2825,0.779 Earths,14.861,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2306/kepler-1438-b/,Terrestrial,2016,0.779 Earths,0.94 x Earth,Unknown,2.3 days,0.0,Kepler-1435,b,kepler-1435 b,Transit,0,1,4.45343281,0.00003591,-0.00003591,0,,,,,,,,,,,,,,,,,,0.077,0.011,-0.008,0,,,,,0,1,0,1,19h24m41.59s,291.173299,+44d55m16.1s,44.921131,681.00,90.33,-60.18,0,718.73,9.62,-9.62,0,12.938,,0,Kepler-band,12.869,,0,6356.00,74.81,-65.48,0,1.21,0.06,-0.06,0,1.32,0.18,-0.11,0,2016-05-10,Kepler
Kepler-1439 b,701,2.73 Earths,16.098,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2307/kepler-1439-b/,Super Earth,2016,2.73 Earths,1.46 x Earth,Unknown,8.1 days,0.0,Kepler-1436,b,kepler-1436 b,Transit,0,1,9.70571600,0.00016380,-0.00016380,0,,,,,,,,,,,,,,,,,,0.117,0.031,-0.016,0,,,,,0,1,0,1,19h50m50.78s,297.711565,+46d46m04.9s,46.768021,1142.00,300.54,-154.02,0,2728.90,152.78,-152.78,0,14.930,,0,Kepler-band,14.910,,0,5972.00,141.90,-172.48,0,1.06,0.08,-0.08,0,1.09,0.29,-0.14,0,2016-05-10,Kepler
Kepler-143 b,2703,6.39 Earths,13.706,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1643/kepler-143-b/,Neptune-like,2014,6.39 Earths,0.215 x Jupiter,0.127 AU,16 days,0.0,Kepler-1437,b,kepler-1437 b,Transit,0,1,10.92954610,0.00011720,-0.00011720,0,,,,,,,,,,,,,,,,,,0.122,0.015,-0.012,0,,,,,0,1,0,1,19h27m27.58s,291.864930,+49d19m33.3s,49.325920,1182.00,146.29,-83.05,0,2252.62,290.31,-290.31,0,15.591,,0,Kepler-band,15.661,,0,5557.00,78.69,-80.38,0,0.93,0.04,-0.05,0,0.90,0.11,-0.06,0,2016-05-10,Kepler
Kepler-143 c,2703,11.3 Earths,13.706,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1644/kepler-143-c/,Neptune-like,2014,11.3 Earths,0.301 x Jupiter,0.181 AU,27.1 days,0.0,Kepler-1438,b,kepler-1438 b,Transit,0,1,2.31942009,0.00001702,-0.00001702,0,,,,,,,,,,,,,,,,,,0.084,0.017,-0.009,0,,,,,0,1,0,1,19h17m09.55s,289.289809,+40d40m54.0s,40.681665,866.00,171.03,-70.22,0,1191.44,63.02,-63.02,0,14.869,,0,Kepler-band,14.861,,0,5530.00,56.64,-67.02,0,0.97,0.05,-0.05,0,0.96,0.19,-0.07,0,2016-05-10,Kepler
Kepler-1440 b,2234,2.13 Earths,14.102,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2308/kepler-1440-b/,Super Earth,2016,2.13 Earths,1.26 x Earth,Unknown,39.9 days,0.0,Kepler-1439,b,kepler-1439 b,Transit,0,1,8.07392849,0.00004784,-0.00004784,0,,,,,,,,,,,,,,,,,,0.130,0.012,-0.019,0,,,,,0,1,0,1,19h02m57.55s,285.739806,+40d58m48.1s,40.980036,215.00,25.76,-30.65,0,226.83,2.51,-2.51,0,16.109,,0,Kepler-band,16.098,,0,3578.00,54.92,-51.71,0,0.46,0.04,-0.06,0,0.43,0.04,-0.05,0,2016-05-10,Kepler
Kepler-1441 b,2450,2.27 Earths,14.257,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2309/kepler-1441-b/,Super Earth,2016,2.27 Earths,1.31 x Earth,Unknown,39.4 days,0.0,Kepler-144,b,kepler-144 b,Transit,0,2,5.88527300,0.00002000,-0.00002000,0,0.066000,,,0,,,,,,,,,,,,,,0.119,0.023,-0.023,0,,,,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,389.22,3.28,-3.28,0,389.22,3.28,-3.28,0,11.992,,0,Kepler-band,11.944,,0,6075.00,131.00,-131.00,0,,,,,1.24,0.24,-0.24,0,2014-05-14,Kepler
Kepler-1442 b,1713,14.7 Earths,12.03,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2310/kepler-1442-b/,Neptune-like,2016,14.7 Earths,0.351 x Jupiter,Unknown,81.4 days,0.0,Kepler-144,c,kepler-144 c,Transit,0,2,10.10466500,0.00004300,-0.00004300,0,0.094000,,,0,,,,,,,,,,,,,,0.120,0.023,-0.023,0,,,,,0,1,0,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,389.22,3.28,-3.28,0,389.22,3.28,-3.28,0,11.992,,0,Kepler-band,11.944,,0,6075.00,131.00,-131.00,0,,,,,1.24,0.24,-0.24,0,2014-05-14,Kepler
Kepler-1443 b,1549,0.871 Earths,12.212,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2311/kepler-1443-b/,Terrestrial,2016,0.871 Earths,0.97 x Earth,Unknown,2.4 days,0.0,Kepler-1440,b,kepler-1440 b,Transit,0,1,39.85948400,0.00103400,-0.00103400,0,,,,,,,,,,,,,,,,,,0.112,0.021,-0.012,0,,,,,0,1,0,1,19h01m23.27s,285.346938,+48d18m44.1s,48.312252,685.00,123.93,-52.01,0,1152.29,25.24,-25.24,0,14.131,,0,Kepler-band,14.102,,0,5698.00,66.72,-68.65,0,0.98,0.04,-0.05,0,0.96,0.17,-0.07,0,2016-05-10,Kepler
Kepler-1444 b,1109,5.39 Earths,12.258,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2312/kepler-1444-b/,Neptune-like,2016,5.39 Earths,2.18 x Earth,Unknown,33.4 days,0.0,Kepler-1441,b,kepler-1441 b,Transit,0,1,39.44198390,0.00053270,-0.00053270,0,,,,,,,,,,,,,,,,,,0.117,0.020,-0.012,0,,,,,0,1,0,1,19h34m52.59s,293.719126,+43d07m28.5s,43.124590,751.00,121.64,-75.61,0,1146.87,23.86,-23.86,0,14.268,,0,Kepler-band,14.257,,0,5802.00,122.74,-150.60,0,1.00,0.06,-0.06,0,1.00,0.16,-0.09,0,2016-05-10,Kepler
Kepler-1445 b,1572,0.84 Earths,12.418,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2313/kepler-1445-b/,Terrestrial,2016,0.84 Earths,0.96 x Earth,Unknown,10.6 days,0.0,Kepler-1442,b,kepler-1442 b,Transit,0,1,81.41629410,0.00020260,-0.00020260,0,,,,,,,,,,,,,,,,,,0.351,0.037,-0.026,0,,,,,0,1,0,1,19h25m01.34s,291.255595,+48d50m49.1s,48.846970,525.00,45.34,-35.57,0,619.43,9.56,-9.56,0,12.146,,0,Kepler-band,12.030,,0,6394.00,77.00,-77.61,0,1.34,0.05,-0.05,0,1.44,0.13,-0.10,0,2016-05-10,Kepler
Kepler-1446 b,528,0.477 Earths,12.409,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2314/kepler-1446-b/,Terrestrial,2016,0.477 Earths,0.82 x Earth,Unknown,0.7 days,0.0,Kepler-1443,b,kepler-1443 b,Transit,0,1,2.41811321,0.00001443,-0.00001443,0,,,,,,,,,,,,,,,,,,0.087,0.020,-0.008,0,,,,,0,1,0,1,18h53m44.58s,283.435761,+47d04m00.7s,47.066855,475.00,44.73,-34.36,0,603.06,21.69,-21.69,0,12.278,,0,Kepler-band,12.212,,0,6289.00,83.36,-68.31,0,1.19,0.05,-0.05,0,1.27,0.12,-0.09,0,2016-05-10,Kepler
Kepler-1447 b,2841,8.75 Earths,14.664,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2315/kepler-1447-b/,Neptune-like,2016,8.75 Earths,0.259 x Jupiter,Unknown,56.7 days,0.0,Kepler-1444,b,kepler-1444 b,Transit,0,1,33.42035034,0.00009305,-0.00009305,0,,,,,,,,,,,,,,,,,,0.194,0.037,-0.017,0,,,,,0,1,0,1,19h01m19.35s,285.330615,+42d02m25.6s,42.040436,340.00,39.28,-27.14,0,322.64,2.15,-2.15,0,12.325,,0,Kepler-band,12.258,,0,5810.00,85.52,-70.49,0,1.03,0.04,-0.04,0,1.05,0.12,-0.08,0,2016-05-10,Kepler
Kepler-1448 b,2564,3.22 Earths,14.38,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2316/kepler-1448-b/,Super Earth,2016,3.22 Earths,1.61 x Earth,Unknown,12.3 days,0.0,Kepler-1445,b,kepler-1445 b,Transit,0,1,10.60052251,0.00009265,-0.00009265,0,,,,,,,,,,,,,,,,,,0.086,0.018,-0.012,0,,,,,0,1,0,1,18h40m59.87s,280.249457,+43d54m54.2s,43.915066,482.00,98.61,-59.40,0,513.78,6.76,-6.76,0,12.405,,0,Kepler-band,12.418,,0,6150.00,71.30,-60.88,0,1.13,0.07,-0.06,0,1.26,0.26,-0.15,0,2016-05-10,Kepler
Kepler-1449 b,4309,3.46 Earths,15.031,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2317/kepler-1449-b/,Super Earth,2016,3.46 Earths,1.68 x Earth,Unknown,13.2 days,0.0,Kepler-1446,b,kepler-1446 b,Transit,0,1,0.68996783,0.00000050,-0.00000050,0,,,,,,,,,,,,,,,,,,0.073,0.004,-0.002,0,,,,,0,1,0,1,19h17m41.75s,289.423960,+46d43m34.2s,46.726170,162.00,3.62,-3.40,0,152.74,0.67,-0.67,0,12.411,,0,Kepler-band,12.409,,0,4865.00,43.69,-52.46,0,0.81,0.02,-0.02,0,0.75,0.01,-0.01,0,2016-05-10,Kepler
Kepler-144 b,1270,2.33 Earths,11.944,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1645/kepler-144-b/,Super Earth,2014,2.33 Earths,1.33 x Earth,0.066 AU,5.9 days,0.0,Kepler-1447,b,kepler-1447 b,Transit,0,1,56.67472850,0.00039780,-0.00039780,0,,,,,,,,,,,,,,,,,,0.259,0.045,-0.021,0,,,,,0,1,0,1,19h18m34.43s,289.643439,+50d43m37.5s,50.727089,871.00,144.68,-70.99,0,913.59,17.78,-17.78,0,14.682,,0,Kepler-band,14.664,,0,5722.00,108.69,-88.46,0,0.97,0.05,-0.06,0,0.95,0.16,-0.07,0,2016-05-10,Kepler
Kepler-144 c,1270,2.39 Earths,11.944,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1646/kepler-144-c/,Super Earth,2014,2.39 Earths,1.35 x Earth,0.094 AU,10.1 days,0.0,Kepler-1448,b,kepler-1448 b,Transit,0,1,12.27065865,0.00005885,-0.00005885,0,,,,,,,,,,,,,,,,,,0.144,0.019,-0.014,0,,,,,0,1,0,1,19h11m28.17s,287.867389,+50d35m44.1s,50.595585,786.00,100.86,-74.56,0,786.29,10.62,-10.62,0,14.411,,0,Kepler-band,14.380,,0,5774.00,89.88,-66.69,0,0.95,0.06,-0.07,0,0.93,0.12,-0.08,0,2016-05-10,Kepler
Kepler-1450 b,1598,3.57 Earths,15.489,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2318/kepler-1450-b/,Super Earth,2016,3.57 Earths,1.71 x Earth,Unknown,54.5 days,0.0,Kepler-1449,b,kepler-1449 b,Transit,0,1,13.22745280,0.00014470,-0.00014470,0,,,,,,,,,,,,,,,,,,0.150,0.033,-0.016,0,,,,,0,1,0,1,19h12m55.62s,288.231731,+50d34m04.4s,50.567886,1321.00,278.12,-136.23,0,2132.32,92.42,-92.42,0,15.050,,0,Kepler-band,15.031,,0,5979.00,98.77,-97.37,0,1.08,0.07,-0.06,0,1.10,0.23,-0.11,0,2016-05-10,Kepler
